profileUrl,First Name,timestamp,postUrl,imgUrl,type,postContent,Themes,Subthemes,Content Format,Created/Cultivated/Curated,First Name (from First Name),Last Name (from First Name),Company (from First Name),Industry (from First Name),Title (from First Name),likeCount,commentCount,repostCount,postDate,commentContent,commentUrl,sharedPostUrl,action,Action Type,viewCount,postTimestamp,Date of Post,Weekday,Day of the Week,Time of Post,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,eventUrl,eventTitle,3/23-4/23?,Thought Leadership?,Total Engagements,Post vs Engagements,Hour of Post,Month of Post,4/23-5/23
https://www.linkedin.com/in/romena-akhter-0583015/,https://www.linkedin.com/in/romena-akhter-0583015/,2024-04-24 15:50,https://www.linkedin.com/feed/update/urn:li:activity:7185436483762241536,https://media.licdn.com/dms/image/D5622AQG3UhrGoLatAw/feedshare-shrink_800/0/1713106020660?e=1717027200&v=beta&t=Jt97VUINwcD9BuabAx-PDfNvt0iubiDiAzkaUmX6IEw,Image,"According to the 2024 3M State of Science Insights survey, 82% of the world thinks science can help protect people from the impacts of climate change. At 3M, we're already using our materials science expertise to do just that.  I was proud to speak at The Washington Post's Climate Summit with Kathleen Koch and share with the audience how we're advancing solutions for carbon capture, electric grid modernization, transportation electrification, agriculture and consumer products--like our Scotch Cushion Lock Protective Wrap. Together we can build a more resilient, brighter future using 3M Science. #PostLive #Science #ClimateChange",Innovation,,Personal/Public Pictures,,Romena,Akhter,3M,Consumer & Industrial Products,"Vice President, Digital Transformation",195,7,7,1w,,,,Romena Akhter loves this,Reaction,,2024-04-15 00:39,4/15/2024,Monday,Monday,12:39 AM,,,,,,,,,checked,,209,Engagement,12-1am,April 2024,
https://www.linkedin.com/in/romena-akhter-0583015/,https://www.linkedin.com/in/romena-akhter-0583015/,2024-04-24 15:50,https://www.linkedin.com/feed/update/urn:li:activity:7185455192513941505,https://media.licdn.com/dms/image/D5622AQEZYbSdaMwT7A/feedshare-shrink_800/0/1711555357199?e=1717027200&v=beta&t=wOFsbce0OTVsIN8moBOor5JGhpiymk7PqcQQL3B1hNo,Image,"I am excited to share how 2024 is shaping up to be a transformative year for 3M as highlighted today as we publish our 2024 Global Impact Report. https://lnkd.in/gE4rSmda We're not just making changes; we're embracing a bold, people-first approach to improving lives across the globe. Sustainability is at the core of our #innovation engine. Get ready for exciting shifts in how we collaborate with people first -- employees, customers, suppliers, and our extended community. In 2023, we took action across 3M to reinvent our impact with focus on the most critical challenges facing our planet and its people. Using a science-based approach, we accelerated our exploration in areas like climate technology, industrial automation, the next generation of electronics, sustainable packaging, and even solar powered headsets to help create a future where everyone can thrive. You can learn more in the 3M 2024 Global Impact Report. https://lnkd.in/gE4rSmda#3MSustainability #Innovation #PeopleFirst #Transformation",Innovation,,"company branded asset,survey/study/report",,Romena,Akhter,3M,Consumer & Industrial Products,"Vice President, Digital Transformation",258,20,15,3w,,,,Romena Akhter celebrates this,Reaction,,2024-04-15 01:53,4/15/2024,Monday,Monday,1:53 AM,,,,,,,,,checked,,293,Engagement,1am-2am,April 2024,
https://www.linkedin.com/in/sri-mandavilli-2780a99/,https://www.linkedin.com/in/sri-mandavilli-2780a99/,2024-04-24 16:09,https://www.linkedin.com/feed/update/urn:li:activity:7185734394907631616,,Text,"Innovation. New treatments. And, above all, patients. This is what we are committed to because the future of vascular care can't wait.  Explore our vascular innovations here: https://brnw.ch/21wIPnK","Innovation,Human-centered design",,article/blog/company website/press release,,Sri,Mandavelli,Dupont,Consumer & Industrial Products,Global Process & Technology Head,105,0,10,1w,,,,Sri Mandavilli likes this,Likes,,2024-04-15 20:23,4/15/2024,Monday,Monday,8:23 PM,,,,,,,,,checked,,115,Engagement,8pm-9pm,April 2024,
https://www.linkedin.com/in/brandy-brown-03b6277/,https://www.linkedin.com/in/brandy-brown-03b6277/,2024-04-24 15:42,https://www.linkedin.com/feed/update/urn:li:activity:7185826821681115136,https://media.licdn.com/dms/image/D4E10AQHJDhSRpsZKKQ/image-shrink_800/0/1712769096648?e=1714579200&v=beta&t=K-6uYl2P3Huw1ILZn3mOPRq-JipUISlUm4ktpkFE6eU,Image,This is Wonderful News! Wells Fargo is working with The University of Connecticut Center for Neurodiversity & Employment Innovation (CNDEI) to help overcome those challenges. Proud to see how our company's #neurodiversity program is contributing to this important and impactful research. #WeAreWellsFargo http://on.wf.com/6046wclGo,Innovation,,company branded asset,,Brandy,Brown,Wells Fargo,Banking,"SVP, Digital Product Management Director",5,0,0,1w,,,,Brandy Brown celebrates this,Reaction,,2024-04-16 02:30,4/16/2024,Tuesday,Tuesday,2:30 AM,,,,,,,,,checked,,5,Engagement,2am-3am,April 2024,
https://www.linkedin.com/in/jmingori/,https://www.linkedin.com/in/jmingori/,2024-04-24 16:24,https://www.linkedin.com/feed/update/urn:li:activity:7186106717896609792,https://media.licdn.com/dms/image/D5605AQHPc0Ba7X4HIA/videocover-low/0/1713301266849?e=1714582800&v=beta&t=PhaDRXxJS29gviQGSbV6DhyVYJZiAJqp2Gh5X_jOD40,Video (LinkedIn Source),"For decades, the only mantra for the solar industry was to relentlessly drive the costs of the panel down, down, down. We were so successful that, today, the panel is not the biggest cost driver for solar deployments. For utility-scale, land and labor are often larger cost components. For residential rooftops, believe it or not, marketing and customer acquisition costs are often the largest expense. Perovskite-based tandems add value by tackling land and labor costs, greatly impacting the total cost of ownership (TCO). Since our panels can be 25-40% more efficient than conventional panels, that means we can save 25-40% of land and labor costs, often more than the entire cost of the panel itself! Here is a short clip from my recent Rethink Research webinar on the topic.","Product Development,Innovation,Company Updates/News",,,,Joseph,Mingori,Logitech,Consumer & Industrial Products,"VP & GM, Mobile Solutions BU ",66,1,3,1w,,,,Joseph Mingori likes this,Likes,,2024-04-16 21:02,4/16/2024,Tuesday,Tuesday,9:02 PM,blob:https://www.linkedin.com/3ced790d-1419-471c-9a02-cd24e7f25057,,,,,,,,checked,,70,Engagement,9pm-10pm,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7186021054283231232,https://media.licdn.com/dms/image/sync/D4E10AQGCYDX-iwYTMg/image-shrink_1280/0/1713204149623?e=1714582800&v=beta&t=wVzETGqzDcNtGPMXUhA5kBhSQ1CxQ4HzDZ7CcrM-qek,Article,"Innovation has many definitions, but for #USSteel SVP and Chief Technology Officer Christian Gianni, innovation is all about generating real impact for people, planet, and profits. That was just one of the insights Christian shared during his recent keynote address before the AIST - Association for Iron & Steel Technology's Midwest chapter. Read more about Christian's personal innovation philosophy and the change it's driving here at U. S. Steel. https://bit.ly/4ayrpkR",Innovation,,article/blog/company website/press release,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,93,3,6,1w,,,https://bit.ly/4ayrpkR,Keith Watson likes this,Likes,,2024-04-16 15:22,4/16/2024,Tuesday,Tuesday,3:22 PM,,,,,,,,,checked,,102,Engagement,3pm-4pm,April 2024,
https://www.linkedin.com/in/romena-akhter-0583015/,https://www.linkedin.com/in/romena-akhter-0583015/,2024-04-24 15:50,https://www.linkedin.com/feed/update/urn:li:activity:7185806472650391552,https://media.licdn.com/dms/image/D5610AQE4bh2XqDLJ0g/image-shrink_800/0/1713186002842?e=1714579200&v=beta&t=IfdhKWTS2gCkvQPur7sfQRIbFFojlquRG75w95yvjsk,Image,"The world needs climate solutions now, and 3M has them! Proud to be part of last week's Washington Post Climate Summit, highlighting how 3M is advancing solutions like carbon capture, electrification, greenhouse films, and my favorite, Scotch Cushion Lock Protective Wrap! Together, we're building a brighter future!",Innovation,,Personal/Public Pictures,,Romena,Akhter,3M,Consumer & Industrial Products,"Vice President, Digital Transformation",68,0,5,1w,,,https://www.linkedin.com/feed/update/urn:li:activity:7185622993480364033/,Romena Akhter loves this,Reaction,,2024-04-16 01:09,4/16/2024,Tuesday,Tuesday,1:09 AM,,,,,,,,,checked,,73,Engagement,1am-2am,April 2024,
https://www.linkedin.com/in/markmccarthynyc/,https://www.linkedin.com/in/markmccarthynyc/,2024-04-24 17:54,https://www.linkedin.com/feed/update/urn:li:activity:7186467461150441472,https://media.licdn.com/dms/image/sync/D4E10AQEmJ0VjepyFdw/image-shrink_800/0/1713342602049?e=1714586400&v=beta&t=3deSD3dTacRt9tCrTXbvl5mrrw5FC0U0yojpqE56SjY,Article," Basware Bespoke Returns! | April 24, 25 & 30 “… Save the Date! Join us April 24, 25 & 30 to find out what the future of finance looks like!What's On the Agenda?  Launch of Basware's Latest Innovation Embark on a journey to financial security with our new Over-Payment and Fraud Prevention Capabilities. Get an exclusive introduction to this pioneering solution designed to safeguard your bottom line and shield your AP staff from risks. ¨ Unlocking the Future of Finance Join our CEO, Jason Kurtz, and CFO, Martti Nurminen, as they navigate the path forward, sharing our strategic vision and transformative steps to future-proof your financial operations.  Compliance in 2024 and Beyond Step into the future of compliance with Markus Hornburg, SVP Global Compliance, in a vital discussion on how evolving compliance landscapes will redefine business norms and enhance your operational readiness.  Customer Success Planning Hear from Michal Babyla of Cytiva, who will recount their successful automation journey with Basware, providing actionable insights into the power of strategic customer success planning. ” Deep Dive Sessions Delve deeper in our AP Invoice Enrichment and Procurement Masterclass sessions, exploring advanced functionalities designed to optimize your processes and empower your teams. ¸ Reserve Your Place Now Don't miss out on these invaluable insights that promise to empower and innovate. Secure your ticket to the future today! https://bit.ly/3xCF6R0#BaswareBespoke #FinancialOperations #Innovation #Compliance #CustomerSuccess #Procurement #APAutomation",Innovation,,"article/blog/company website/press release,webinar/webcast/event",,Mark,McCarthy,KKR,Private Equity,"Operating Executive, Principal",18,0,9,1w,,,https://bit.ly/3xCF6R0,Mark McCarthy likes this,Likes,,2024-04-17 20:56,4/17/2024,Wednesday,Wednesday,8:56 PM,,,,,,,,,checked,,27,Engagement,8pm-9pm,April 2024,
https://www.linkedin.com/in/john-bachner/,https://www.linkedin.com/in/john-bachner/,2024-04-24 16:27,https://www.linkedin.com/feed/update/urn:li:activity:7186316370656030721,https://media.licdn.com/dms/image/sync/D4E27AQG9x7O4vI10jg/articleshare-shrink_1280_800/0/1713279501332?e=1714582800&v=beta&t=oL53fHw19QB4vquGnbMuRaaNiAuHig80IYiwwoMrmQY,Article,"Have you seen our recent post on the Product of the Year Gulf accolade in UAE? ” Our website now has more in store for you! “ Read about our brand presence in UAE. ’¡ Check out what makes the winner, our innovative Maxi-Cosi 360 Pro Family, stand out.  Find out more about the ins and outs of the world's biggest consumer-voted award for product innovation. Discover it all here: https://lnkd.in/eBQ9JkDH ¨#DorelJuvenileStories #Award #Recognition #MaxiCosi #Carseat #Innovation #UAE #BrandPresence #ProductOfTheYear #CareForPreciousLife #DorelJuvenile",Innovation,,article/blog/company website/press release,,John,Bachner,Newell Brands,Consumer & Industrial Products,"Vice President, Research & Development, Baby Business Unit and Corporate Technical COE",53,0,5,1w,,,https://doreljuvenile.com/node/768,John Bachner likes this,Likes,,2024-04-17 10:55,4/17/2024,Wednesday,Wednesday,10:55 AM,,,,,,,,,checked,,58,Engagement,10am-11am,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7187045005138538496,https://media.licdn.com/dms/image/D5622AQF-7ZOczALL5w/feedshare-shrink_800/0/1712753777595?e=1717027200&v=beta&t=lk2gWQEjVRJlryvxV4HOousBeL2Noh7dMwT7f5V7bZQ,Image,"Great dinner meeting last night put on by the AIST Midwest Chapter!  Christian Gianni CTO at US Steel gave a talk about innovation and some of the related projects they were working on.  He went over the 3 pillars of innovation they focus on at US Steel: process, materials and sustainability. Some of the projects he talked in more detail about were the Pig Iron Caster and their partnership with CarbonFree to pursue carbon emission capture at their Gary Works plant. #ussteel #pigironcaster #carbonfree #aist #aistmidwestchapter #christiangianni #usx #ussteelgaryworks",Innovation,,Personal/Public Pictures,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,31,1,3,2w,,,,Keith Watson likes this,Likes,,2024-04-19 11:10,4/19/2024,Friday,Friday,11:10 AM,,,,,,,,,checked,,35,Engagement,11am-12pm,April 2024,
https://www.linkedin.com/in/franciscotrejogt/,https://www.linkedin.com/in/franciscotrejogt/,2024-04-24 16:01,https://www.linkedin.com/feed/update/urn:li:activity:7187197685639057409,https://media.licdn.com/dms/image/D5622AQHdDYoSUzSTgA/feedshare-shrink_800/0/1713537111064?e=1717027200&v=beta&t=EE5FfeE42RL_bSx3yMynFSkZvk7amNXn1oRNI75-GAU,Image,"ˆ This past week I had the opportunity to present in Medellin, Colombia at Fundaci³n Universitaria CEIPA powered by Arizona State University on Entrepreneurship and Disruptive Technologies.  Medellin, Colombia is rapidly becoming the technology hub of Latin America. ’» ” Proud to be part of this innovative wave shaping the future!  #MedellinTechHub #Entrepreneurship #DisruptiveTech #ASU #CEIPA",Innovation,,Personal/Public Pictures,,Franscisco,Trejo,Caterpillar,Consumer & Industrial Products,"Head of Global eCommerce, CAT Digital at Caterpillar Inc.",80,8,0,5d,,,,Francisco Trejo likes this,Likes,,2024-04-19 21:17,4/19/2024,Friday,Friday,9:17 PM,,,,,,,,,checked,,88,Engagement,9pm-10pm,April 2024,
https://www.linkedin.com/in/keith-watson-b0186010/,https://www.linkedin.com/in/keith-watson-b0186010/,2024-04-24 16:45,https://www.linkedin.com/feed/update/urn:li:activity:7187411051288670210,https://media.licdn.com/dms/image/sync/D4D27AQH0Zl9zmAnJBA/articleshare-shrink_800/0/1712168215247?e=1714582800&v=beta&t=FBNMDCQOG3ZiR6_yYucvBfbgYZPAlaTfe6OT-FWdm0E,Article,"Thanks, Canary Media Inc., for featuring our groundbreaking carbon capture project with United States Steel Corporation. At CarbonFree, we are pioneering profitable carbon capture utilization through disruptive specialty chemical manufacturing using waste carbon dioxide as a primary feedstock. As carbon capture continues to be recognized as an indispensable solution for carbon neutrality for carbon-intensive industries, we look forward to helping U. S. Steel achieve its decarbonization goals while providing economic and environmental benefits to the city of Gary and the state of Indiana.CarbonFree's proprietary SkyCycle technology will essentially treat the steelmaking facility as a provider of raw materials... The result is calcium carbonate, an ingredient used in everything from chemicals and construction materials to foods and cosmetics.""Read more about our innovative approach to making carbon capture profitable: https://lnkd.in/e5zDeiuT #CarbonCapture #GreenFuture #ClimateAction #ClimateTech",Innovation,,news article,,Keith,Watson,United States Steel Corporation,Consumer & Industrial Products,Vice President - Advanced Manufacturing Technology and Capital Projects,33,0,0,5d,,,https://www.canarymedia.com/articles/carbon-capture/us-steel-plant-in-indiana-to-host-a-150m-carbon-capture-experiment,Keith Watson likes this,Likes,,2024-04-20 11:25,4/20/2024,Saturday,Saturday,11:25 AM,,,,,,,,,checked,,33,Engagement,11am-12pm,April 2024,
https://www.linkedin.com/in/manish-raole-1757b774/,https://www.linkedin.com/in/manish-raole-1757b774/,2024-04-24 16:58,https://www.linkedin.com/feed/update/urn:li:activity:7187412720252530688,https://media.licdn.com/dms/image/D5622AQFiQesdTsfDeg/feedshare-shrink_800/0/1713586701096?e=1717027200&v=beta&t=4ulTgUV5HwhGcw7YJGrx7B8V7B-LuHfveOpj9t7tvvM,Image,Tech Fest at University in 19th - 20th April 2024.Glad to hear the presentations from upcoming stratups in start up Pitch in event. #incubation #incubator #innovation #entrepreneur #startups #business #funding #startupindia #training #research #srmist #srmuniversity #srm #college #srmramapuramist #engineering #technology #chennai Rupali Singh,Innovation,,Personal/Public Pictures,,Manish,Raole,Centene,Healthcare Payers,"Delivery Head - GenAI, AI/ML, Predictive Analytics, Intelligent Automation, BPM, DevOps, Cloud Native Applications",102,0,4,4d,,,,Manish Raole likes this,Likes,,2024-04-20 11:32,4/20/2024,Saturday,Saturday,11:32 AM,,,,,,,,,checked,,106,Engagement,11am-12pm,April 2024,
https://linkedin.com/in/amylanducci/,https://linkedin.com/in/amylanducci/,2024-04-24 15:48,https://www.linkedin.com/feed/update/urn:li:activity:7187905538121216001,https://media.licdn.com/dms/image/sync/D4E10AQEkZLzt_m62aA/image-shrink_800/0/1712753688366?e=1714579200&v=beta&t=m5DqbW5uacMpmpWsQtzlU8xcvQgfRxEovV4Gw34ePDo,Article,"For millions of sufferers around the world, a novel treatment for migraines and headaches cannot be discovered, developed, and launched quickly enough. Lundbeck, a global leader in brain health has collaborated with Accenture to create an AI model that accelerated identifying potential drug targets by 80%. But we didn't stop there! The prediction model we developed together achieved a 77% success rate in pinpointing known gene-headache associations.Read how we are making changes to the way the industry conducts research: https://accntu.re/4arvPtK#AI #MedicalResearch #Innovation #Accenture #DrugDevelopment","Innovation,Research & Development,AI/Machine Learning",,article/blog/company website/press release,,Amy,Lucci,3M,Consumer & Industrial Products,"Chief Information and Digital Officer, Health Care Business",62,0,4,2w,,,https://accntu.re/4arvPtK,Amy Landucci celebrates this,Reaction,,2024-04-21 20:10,4/21/2024,Sunday,Sunday,8:10 PM,,,,,,,,,checked,,66,Engagement,8pm-9pm,April 2024,
https://www.linkedin.com/in/neelchopdekar/,https://www.linkedin.com/in/neelchopdekar/,2024-04-24 17:02,https://www.linkedin.com/feed/update/urn:li:activity:7188212774747926529,https://media.licdn.com/dms/image/D5622AQFJdHfazXFkxQ/feedshare-shrink_800/0/1712749365451?e=1717027200&v=beta&t=qmkRjA0aroWfx6ay5xaqNrx17O07mROqyZ6fb6uXctQ,Image,"It was a great day in Galway last Friday as Evernorth Health Services, a subsidiary of The Cigna Group, announced the establishment of a new innovation hub in Galway, creating 100 high quality technology roles over the next few years.Congratulations Luke Warren Neel Chopdekar and all the Evernorth / Cigna team. We look forward to supporting your continued growth in Ireland in the years to come!See further details here: https://lnkd.in/g8dUcpcMSee open roles here: https://lnkd.in/gdkuEP9T",Innovation,,Personal/Public Pictures,,Neel,Chopdekar,Cigna,Healthcare Payers,COO Technology,251,6,3,2w,,,,Neel Chopdekar liked Darrell A.â€™s comment on this,Liked a comment,,2024-04-22 16:31,4/22/2024,Monday,Monday,4:31 PM,,,,,,,,,checked,,260,Engagement,4pm-5pm,April 2024,
https://www.linkedin.com/in/neelchopdekar/,https://www.linkedin.com/in/neelchopdekar/,2024-04-24 17:02,https://www.linkedin.com/feed/update/urn:li:activity:7188212816506433537,https://media.licdn.com/dms/image/D5622AQFJdHfazXFkxQ/feedshare-shrink_800/0/1712749365451?e=1717027200&v=beta&t=qmkRjA0aroWfx6ay5xaqNrx17O07mROqyZ6fb6uXctQ,Image,"It was a great day in Galway last Friday as Evernorth Health Services, a subsidiary of The Cigna Group, announced the establishment of a new innovation hub in Galway, creating 100 high quality technology roles over the next few years.Congratulations Luke Warren Neel Chopdekar and all the Evernorth / Cigna team. We look forward to supporting your continued growth in Ireland in the years to come!See further details here: https://lnkd.in/g8dUcpcMSee open roles here: https://lnkd.in/gdkuEP9T",Innovation,,Personal/Public Pictures,,Neel,Chopdekar,Cigna,Healthcare Payers,COO Technology,251,6,3,2w,,,,Neel Chopdekar liked Jayram Padmanabhanâ€™s comment on this,Liked a comment,,2024-04-22 16:31,4/22/2024,Monday,Monday,4:31 PM,,,,,,,,,checked,,260,Engagement,4pm-5pm,April 2024,
https://www.linkedin.com/in/neelchopdekar/,https://www.linkedin.com/in/neelchopdekar/,2024-04-24 17:02,https://www.linkedin.com/feed/update/urn:li:activity:7188212742560931841,https://media.licdn.com/dms/image/D5622AQFJdHfazXFkxQ/feedshare-shrink_800/0/1712749365451?e=1717027200&v=beta&t=qmkRjA0aroWfx6ay5xaqNrx17O07mROqyZ6fb6uXctQ,Image,"It was a great day in Galway last Friday as Evernorth Health Services, a subsidiary of The Cigna Group, announced the establishment of a new innovation hub in Galway, creating 100 high quality technology roles over the next few years.Congratulations Luke Warren Neel Chopdekar and all the Evernorth / Cigna team. We look forward to supporting your continued growth in Ireland in the years to come!See further details here: https://lnkd.in/g8dUcpcMSee open roles here: https://lnkd.in/gdkuEP9T",Innovation,,Personal/Public Pictures,,Neel,Chopdekar,Cigna,Healthcare Payers,COO Technology,251,6,3,2w,,,,Neel Chopdekar liked Mark Bayneâ€™s comment on this,Liked a comment,,2024-04-22 16:31,4/22/2024,Monday,Monday,4:31 PM,,,,,,,,,checked,,260,Engagement,4pm-5pm,April 2024,
https://www.linkedin.com/in/fareedsaeed/,https://www.linkedin.com/in/fareedsaeed/,2024-04-24 15:25,https://www.linkedin.com/feed/update/urn:li:activity:7187975016544710656,,Text,"‘ There's an emerging trend in business: CISOs are expanding into technology.Rohan Amin now leads Product, Design, and Data & Analytics at Chase.Brian Minick now leads Technology and Information at Fifth Third Bank. Craig Froelich now leads Technology at Bank of America.I'm excited to join the ranks of these (and other) great leaders as my role has expanded to Chief Technology Officer at Equifax. Here's why I think this trend makes sense. A strong CTO:… Is immersed in the entirety of the business… Drives innovation and manages risk… Is passionate about products and services… Delivers stability, quality, and usability… Knows how to lead technical teamsDoes this sound familiar? It should. these are the SAME set of qualities that make a successful CISO.I'm really motivated by this new challenge. Equifax is a data and analytics company, so the tech team underpins everything we do. And we've made big investments in next-gen tech like data fabric, global platforms, cloud migration, and of course: AI.My goal is to turn this team, and those investments, into a global “ and durable “ competitive advantage the same way we did with security. ’#Technology #Data #CloudComputing","Leadership,Data and Analytics,Innovation",,post,,Fareed,Saeeed,Old National Bank,Banking,Chief Automation and Innovation Office,1890,239,20,2w,,,,Fareed Saeed likes this,Likes,,2024-04-22 00:46,4/22/2024,Monday,Monday,12:46 AM,,,,,,,,,checked,,2149,Engagement,12-1am,April 2024,
https://www.linkedin.com/in/muratgen/,https://www.linkedin.com/in/muratgen/,2024-04-24 16:49,https://www.linkedin.com/feed/update/urn:li:activity:7188591399812923393,https://media.licdn.com/dms/image/sync/D4D27AQEeX6XFvtlfsg/articleshare-shrink_800/0/1713880935942?e=1714582800&v=beta&t=auDi-hYgWQeUSTyJ9ReNQizC9rDvUcLL_2BpEbcC-fU,Article,Great news and very #proud to be serving at the forefront of innovation with The Coca-Cola Company! ’,"Innovation,Company Updates/News",,,,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",50,2,0,23h,,,https://money.usnews.com/investing/news/articles/2024-04-23/coca-cola-signs-1-1-billion-deal-to-use-microsoft-cloud-ai-services,Murat Genc celebrates this,Reaction,,2024-04-23 17:35,4/23/2024,Tuesday,Tuesday,5:35 PM,,,,,,,,,checked,,52,Engagement,5pm-6pm,April 2024,
https://www.linkedin.com/in/anilbhatt/,https://www.linkedin.com/in/anilbhatt/,2024-04-24 17:15,https://www.linkedin.com/feed/update/urn:li:activity:7188666589603418112,https://media.licdn.com/dms/image/sync/D5610AQEvAcEt61KcyA/image-shrink_1280/0/1713897643653?e=1714586400&v=beta&t=7h4quJTy2m3RhrLiVqEQ_TAax8RKpyC3xvOiOrDrOQg,Article,"The growing acceptance of generative AI among U.S. doctors marks a significant shift, especially considering their traditional reluctance toward adopting new technologies. This shift underscores the potential benefits perceived by physicians, such as improved patient interactions and time savings. However, despite their openness, physicians remain cautious, emphasizing the importance of transparency regarding data sources and the need for professional oversight. The findings below also reveal a gap in organizational readiness, with many physicians indicating a lack of guidelines for using GenAI within their institutions. This highlights the need for healthcare organizations to develop clear protocols to ensure the responsible and effective implementation of AI tools in patient care.#GenAI #Healthcare #FutureOfHealth","Innovation,AI/Machine Learning","genAi,Responsible AI",article/blog/company website/press release,,Anil,Bhatt,Elevance Health,Healthcare Payers,"SVP, Global Chief Information Officer",27,1,1,22h,,,https://www.axios.com/2024/04/15/doctors-patients-ai,Anil Bhatt likes this,Likes,,2024-04-23 22:34,4/23/2024,Tuesday,Tuesday,10:34 PM,,,,,,,,,checked,checked,29,Engagement,10pm-11pm,April 2024,
https://www.linkedin.com/in/harikodakalla/,https://www.linkedin.com/in/harikodakalla/,2024-04-24 14:58,https://www.linkedin.com/feed/update/urn:li:activity:7188678670360686593,https://media.licdn.com/dms/image/D5622AQHHduh73--zYw/feedshare-shrink_800/0/1713807868484?e=1717027200&v=beta&t=eEobG_uYbRBcichLsy2aFZ2N7XHpjjbl4p8Qm4z-itQ,Image,"I want to highlight Amazech's (Environmental, Social, and Governance) and Sustainability vertical. As technologists, we have a unique responsibility to use our skills to make a positive impact on the environment. This initiative reflects our commitment to tackling sustainability challenges and creating a better future.Our team focuses on developing innovative technologies that reduce waste, minimize our carbon footprint, and foster a more equitable society. We're dedicated to partnering with clients who share this vision. Sailakshmi Santhanakrishnan#sustainability #ESG #ESGReporting",Innovation,,company branded asset,,Hari,Kodakalla,Frost Bank,Banking,Head of Data & Analytics,34,2,0,21h,,,https://www.linkedin.com/feed/update/urn:li:activity:7188231202191953921/,Hari Kodakalla likes this,Likes,,2024-04-23 23:22,4/23/2024,Tuesday,Tuesday,11:22 PM,,,,,,,,,checked,,36,Engagement,11pm-12am,April 2024,
https://www.linkedin.com/in/john-bachner/,https://www.linkedin.com/in/john-bachner/,2024-04-24 16:27,https://www.linkedin.com/feed/update/urn:li:activity:7188683212297011200,https://media.licdn.com/dms/image/D4E10AQF2deYmgwRlYQ/ads-video-thumbnail_720_1280/0/1713882865618?e=1714582800&v=beta&t=yERgqam5Dmwrnn-DodSPzpm4ANRiRYh3ZlGdoFWVt2k,Video (LinkedIn Source),Innovation doesn't stop with our products. That's why we reimagined and transformed our packaging with sustainability in mind. The results? We reduced our annual use of PVC plastic by over 700K pounds! Learn more about how our team approached the sustainable packaging redesign > https://sbdinc.me/4d2ogLE #ForThoseWhoMakeTheWorld,"Innovation,Product Development",,video,,John,Bachner,Newell Brands,Consumer & Industrial Products,"Vice President, Research & Development, Baby Business Unit and Corporate Technical COE",307,5,21,1d,,,,John Bachner likes this,Likes,,2024-04-23 23:40,4/23/2024,Tuesday,Tuesday,11:40 PM,,,,,,,,,checked,,333,Engagement,11pm-12am,April 2024,
https://www.linkedin.com/in/jordansheila/,https://www.linkedin.com/in/jordansheila/,2024-05-29 09:43,https://www.linkedin.com/feed/update/urn:li:activity:7193431791519551488,https://media.licdn.com/dms/image/D5610AQHbsWvLAeJXNg/ads-video-thumbnail_720_1280/0/1713923465214?e=1717596000&v=beta&t=Kx6ZEVU_GOzovNJKZMPiOJMU4ExlrQSN21H4_HnO2V0,Video (LinkedIn Source),"Straight from the CEO himself, Kumar Chivukula 👏

While our primary objective is to optimize your development process, our ultimate focus is on our developers in this world of innovation. 

Your satisfaction and security are important to us, and we are committed to providing clear and accessible solution to address your security requirements and mitigate the risk of any potential data breaches, regardless of the size.

Learn more about Opsera’s security and compliance abilities: https://hubs.la/Q02tJ6L80

#AWS #Workday #Opsera #DevOps #CloudComputing #Innovation #Amazon #DevSecOps #Opsera","Data and Analytics,Innovation",,video,,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",65,6,2,1mo,Love this! GREAT job!,"https://www.linkedin.com/feed/update/urn:li:ugcPost:7188716550772736000/?commentUrn=urn:li:comment:(ugcPost:7188716550772736000,7193431764898304000)&dashcommentUrn=(7188716550772736000,urn:li:ugcPost:7188716550772736000)",https://www.linkedin.com/feed/update/urn:li:ugcPost:7188716550772736000,Sheila Jordan commented on this,Comments,,2024-04-23 21:53,4/23/2024,Tuesday,Tuesday,9:53 PM,blob:https://www.linkedin.com/945d4707-3545-416f-8c7b-dbf7a0d5a3eb,,,,,,,,,,73,Engagement,9pm-10pm,April 2024,checked
